commit,metric,unit,direction,p50
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,network_snapshot_cold,ms,lower,378.3
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,network_snapshot_restore,ms,lower,75.8
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,network_snapshot_restore_wall,ms,lower,137.9
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_cold_128_mib,ms,lower,312
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_cold_256_mib,ms,lower,317.6
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_cold_512_mib,ms,lower,322.6
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_cold_64_mib,ms,lower,311
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_restore_128_mib,ms,lower,17.7
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_restore_256_mib,ms,lower,18.1
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_restore_512_mib,ms,lower,17.7
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,shell_snapshot_restore_64_mib,ms,lower,16.8
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,virtfs_live_read,MB/s,higher,1600
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,virtfs_live_roundtrip,ms,lower,386.3
4e0921c928ea00b7b42e7f440787c0dcf3b5d861,virtfs_live_write,MB/s,higher,808.4
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_base,ms,lower,312
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_clocksource,ms,lower,311.5
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_cryptomgr_notests,ms,lower,312.1
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_mitigations_off,ms,lower,197
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_no_timer_check,ms,lower,311.3
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_nokaslr,ms,lower,311.5
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_random_trust_cpu,ms,lower,311.3
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_rcu_expedited,ms,lower,312
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,cold_start_tsc_reliable,ms,lower,311.2
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,network_snapshot_cold,ms,lower,378.2
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,network_snapshot_restore,ms,lower,75.9
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,network_snapshot_restore_wall,ms,lower,134.9
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_cold_128_mib,ms,lower,311
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_cold_256_mib,ms,lower,315.6
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_cold_512_mib,ms,lower,322.1
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_cold_64_mib,ms,lower,313
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_restore_128_mib,ms,lower,18.1
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_restore_256_mib,ms,lower,18
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_restore_512_mib,ms,lower,16.9
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,shell_snapshot_restore_64_mib,ms,lower,16.7
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,virtfs_live_read,MB/s,higher,1600
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,virtfs_live_roundtrip,ms,lower,389.8
1f9da6b4c75c79e3f5db2b787cf3ddc2ce5c7472,virtfs_live_write,MB/s,higher,805
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_base,ms,lower,313
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_clocksource,ms,lower,313.7
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_cryptomgr_notests,ms,lower,313.9
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_mitigations_off,ms,lower,198.3
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_no_timer_check,ms,lower,313
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_nokaslr,ms,lower,313.4
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_random_trust_cpu,ms,lower,313.8
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_rcu_expedited,ms,lower,313.4
24302b2c145db2a1626a55558e979c95dd57590c,cold_start_tsc_reliable,ms,lower,314
24302b2c145db2a1626a55558e979c95dd57590c,network_snapshot_cold,ms,lower,381
24302b2c145db2a1626a55558e979c95dd57590c,network_snapshot_restore,ms,lower,77.2
24302b2c145db2a1626a55558e979c95dd57590c,network_snapshot_restore_wall,ms,lower,135.9
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_cold_128_mib,ms,lower,313.4
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_cold_256_mib,ms,lower,316.9
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_cold_512_mib,ms,lower,323.5
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_cold_64_mib,ms,lower,313.2
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_restore_128_mib,ms,lower,17.3
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_restore_256_mib,ms,lower,20.1
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_restore_512_mib,ms,lower,17
24302b2c145db2a1626a55558e979c95dd57590c,shell_snapshot_restore_64_mib,ms,lower,16.8
24302b2c145db2a1626a55558e979c95dd57590c,virtfs_live_read,MB/s,higher,1600
24302b2c145db2a1626a55558e979c95dd57590c,virtfs_live_roundtrip,ms,lower,390
24302b2c145db2a1626a55558e979c95dd57590c,virtfs_live_write,MB/s,higher,816.8
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_base,ms,lower,313.8
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_clocksource,ms,lower,313.6
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_cryptomgr_notests,ms,lower,314.1
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_mitigations_off,ms,lower,199.1
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_no_timer_check,ms,lower,313.6
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_nokaslr,ms,lower,313.9
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_random_trust_cpu,ms,lower,313.7
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_rcu_expedited,ms,lower,313.9
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,cold_start_tsc_reliable,ms,lower,313.4
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,network_snapshot_cold,ms,lower,380.7
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,network_snapshot_restore,ms,lower,77.8
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,network_snapshot_restore_wall,ms,lower,139.9
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_cold_128_mib,ms,lower,313.7
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_cold_256_mib,ms,lower,317.4
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_cold_512_mib,ms,lower,323.9
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_cold_64_mib,ms,lower,313.1
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_restore_128_mib,ms,lower,18.2
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_restore_256_mib,ms,lower,18.3
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_restore_512_mib,ms,lower,17.5
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,shell_snapshot_restore_64_mib,ms,lower,17
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,virtfs_live_read,MB/s,higher,1600
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,virtfs_live_roundtrip,ms,lower,389.4
5ca716a0e6ac102a0a9bec90df7b5a0e950663af,virtfs_live_write,MB/s,higher,792.2
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_base,ms,lower,313.9
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_clocksource,ms,lower,313.8
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_cryptomgr_notests,ms,lower,313.9
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_mitigations_off,ms,lower,199.1
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_no_timer_check,ms,lower,314
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_nokaslr,ms,lower,313.4
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_random_trust_cpu,ms,lower,313.8
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_rcu_expedited,ms,lower,315
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,cold_start_tsc_reliable,ms,lower,314.6
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,network_snapshot_cold,ms,lower,380.9
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,network_snapshot_restore,ms,lower,77.8
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,network_snapshot_restore_wall,ms,lower,139.9
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_cold_128_mib,ms,lower,313.1
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_cold_256_mib,ms,lower,317.5
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_cold_512_mib,ms,lower,324
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_cold_64_mib,ms,lower,314.2
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_restore_128_mib,ms,lower,18.3
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_restore_256_mib,ms,lower,18.3
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_restore_512_mib,ms,lower,17.3
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,shell_snapshot_restore_64_mib,ms,lower,17
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,virtfs_live_read,MB/s,higher,1600
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,virtfs_live_roundtrip,ms,lower,387.8
3fbebeef8f0973a5a6f3cfe8a876870ecdddac9e,virtfs_live_write,MB/s,higher,810.4
92652d59c483b402b10fac9499626244521808f5,cold_start_base,ms,lower,314.1
92652d59c483b402b10fac9499626244521808f5,cold_start_clocksource,ms,lower,314.6
92652d59c483b402b10fac9499626244521808f5,cold_start_cryptomgr_notests,ms,lower,315
92652d59c483b402b10fac9499626244521808f5,cold_start_mitigations_off,ms,lower,198.9
92652d59c483b402b10fac9499626244521808f5,cold_start_no_timer_check,ms,lower,314.7
92652d59c483b402b10fac9499626244521808f5,cold_start_nokaslr,ms,lower,313.8
92652d59c483b402b10fac9499626244521808f5,cold_start_random_trust_cpu,ms,lower,313.7
92652d59c483b402b10fac9499626244521808f5,cold_start_rcu_expedited,ms,lower,313.8
92652d59c483b402b10fac9499626244521808f5,cold_start_tsc_reliable,ms,lower,313.8
92652d59c483b402b10fac9499626244521808f5,network_snapshot_cold,ms,lower,380.4
92652d59c483b402b10fac9499626244521808f5,network_snapshot_restore,ms,lower,78
92652d59c483b402b10fac9499626244521808f5,network_snapshot_restore_wall,ms,lower,136.9
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_cold_128_mib,ms,lower,313.9
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_cold_256_mib,ms,lower,317.5
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_cold_512_mib,ms,lower,323.9
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_cold_64_mib,ms,lower,313.8
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_restore_128_mib,ms,lower,18.2
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_restore_256_mib,ms,lower,18.2
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_restore_512_mib,ms,lower,17.5
92652d59c483b402b10fac9499626244521808f5,shell_snapshot_restore_64_mib,ms,lower,16.9
92652d59c483b402b10fac9499626244521808f5,virtfs_live_read,MB/s,higher,1600
92652d59c483b402b10fac9499626244521808f5,virtfs_live_roundtrip,ms,lower,391.1
92652d59c483b402b10fac9499626244521808f5,virtfs_live_write,MB/s,higher,790.5
